"the_geom","SYSTEMSTOP","STREET","CROSS_ST","DIR","POS","ROUTESSTPG","OWLROUTES","CITY","PUBLIC_NAM"
"POINT (-87.633273772 41.801740919999986)","9,182","51ST STREET","PRINCETON","EB","NS","51",,"CHICAGO","51st Street & Princeton"
"POINT (-87.74895088599999 41.85131703299999)","6,896","CERMAK","50TH AVENUE","WB","NS","21,N60,302","N60","CICERO","Cermak & 50th Avenue"
"POINT (-87.63249551500002 41.707113134999986)","12,171","103RD STREET","HARVARD","WB","MT","103",,"CHICAGO","103rd Street & Harvard"
"POINT (-87.63202174899999 41.91123449600002)","924","NORTH AVENUE","CLARK","WB","FS","N9,72","N9","CHICAGO","North Ave & Clark"
"POINT (-87.564868005 41.76637218299999)","7,031","S. SHORE DRIVE","COLES","WB","MT","6,26",,"CHICAGO","S. Shore Drive & Coles"
"POINT (-87.714229719 41.92470113899998)","1,251","FULLERTON","ST. LOUIS (west leg)","WB","NS","74",,"CHICAGO","Fullerton & St. Louis"
"POINT (-87.634887155 41.779964963)","3,232","63RD STREET","STEWART","WB","NS","63","N63","CHICAGO","63rd Street & Stewart"
"POINT (-87.73710657100003 41.80775925699999)","8,116","47TH STREET","KOLMAR","WB","NS","47",,"CHICAGO","47th Street & Kolmar"
"POINT (-87.71324366800002 41.97562818900002)","17,496","FOSTER","KIMBALL","EB","FS","92",,"CHICAGO","Foster & Kimball"
"POINT (-87.839201436 41.96643918299998)","8,575","LAWRENCE","CHESTER (MARIA CT.EB/FS)","EB","NT","81W",,"CHICAGO","Lawrence & Chester"
"POINT (-87.60249853300002 41.736610300999985)","9,420","87TH STREET","DREXEL","EB","NT","87",,"CHICAGO","87th Street & Drexel"
"POINT (-87.75665020299999 41.77441797099999)","3,369","65TH STREET","LONG","EB","NT","165",,"BEDFORD PARK","65th Street & Long"
"POINT (-87.72080233499997 41.96821765599998)","3,743","LAWRENCE","LAWNDALE","EB","NS","81","N81","CHICAGO","Lawrence & Lawndale"
"POINT (-87.601264561 41.78404667799998)","13,014","61ST STREET","ELLIS","EB","NS","59",,"CHICAGO","61st Street & Ellis"
"POINT (-87.64943144400002 41.867219208999984)","332","ROOSEVELT","900 WEST","WB","MB","12",,"CHICAGO","900 W Roosevelt"
"POINT (-87.67737372599998 41.96153107600003)","11,374","MONTROSE","WINCHESTER","WB","NS","78",,"CHICAGO","Montrose & Winchester"
"POINT (-87.58540156700002 41.74868351499998)","7,115","STONY ISLAND","ANTHONY","NB","NS","28",,"CHICAGO","Stony Island & Anthony"
"POINT (-87.55218460100002 41.70996109499998)","6,995","COMMERCIAL","102ND STREET","NB","NS","71",,"CHICAGO","Commercial & 102nd Street"
"POINT (-87.56642038899997 41.76566303300001)","10,818","YATES","EXCHANGE/71ST ST. (s.leg)","NB","NS","71",,"CHICAGO","Yates & Exchange"
"POINT (-87.77475288900001 41.885678023000025)","9,628","AUSTIN","FULTON/PLEASANT","NB","FS","91",,"CHICAGO","Austin & Fulton/Pleasant"
"POINT (-87.748726825 42.02632058199998)","15,078","OAKTON","LACROSSE","WB","NS","97",,"SKOKIE","Oakton & Lacrosse"
"POINT (-87.66525539499997 41.839103217)","4,163","ASHLAND","ORANGE LINE STATION","WB","TERM","31",,"CHICAGO","Ashland Orange Line Station"
"POINT (-87.627365666 41.87315063699998)","15,482","BALBO","STATE","WB","NS","2,10",,"CHICAGO","Balbo & State"
"POINT (-87.66806985900001 41.73562701399999)","9,390","87TH STREET","WOOD","EB","NS","87","N87","CHICAGO","87th Street & Wood"
"POINT (-87.58477479599998 41.72245251999999)","12,108","95TH STREET","STONY ISLAND","WB","NS","100",,"CHICAGO","95th Street & Stony Island"
"POINT (-87.66618311600001 41.721270531000016)","17,078","95TH STREET","VANDERPOEL","WB","NT","95",,"CHICAGO","95th Street & Vanderpoel"
"POINT (-87.609893 41.75125000100002)","2,632","79TH STREET","ST. LAWRENCE","WB","NS","79","N79","CHICAGO","79th Street & St. Lawrence"
"POINT (-87.69134282499999 41.70640511200003)","12,199","103RD STREET","CALIFORNIA","WB","NS","103",,"CHICAGO","103rd Street & California"
"POINT (-87.64554120600002 41.794350382000005)","10,595","GARFIELD","HALSTED","WB","FS","55","N55","CHICAGO","Garfield & Halsted"
"POINT (-87.68875799900002 41.750112)","2,672","79TH STREET","TALMAN","WB","NT","79",,"CHICAGO","79th Street & Talman"
"POINT (-87.74980939400001 41.953488307999976)","5,719","IRVING PARK","LAMON","WB","NT","80",,"CHICAGO","Irving Park & Lamon"
"POINT (-87.66677804099999 41.86932745399997)","17,117","TAYLOR","ASHLAND","WB","FS","157",,"CHICAGO","Taylor & Ashland"
"POINT (-87.62309533199999 41.80935118899998)","17,144","47TH STREET","MICHIGAN","WB","FS","47",,"CHICAGO","47th Street & Michigan"
"POINT (-87.74739674400001 41.94618301899999)","17,147","ADDISON","CICERO","WB","FS","152",,"CHICAGO","Addison & Cicero"
"POINT (-87.678702767 41.939639149000016)","17,329","BELMONT","DAMEN","WB","FS","77","N77","CHICAGO","Belmont & Damen"
"POINT (-87.80596421000001 41.912313229999995)","17,401","HARLEM","BLOOMINGDALE","SB","FS","90,307",,"ELMWOOD PARK","Harlem & Bloomingdale"
"POINT (-87.65857927799999 41.837817615999995)","7,469","31ST STREET","THROOP (west leg)","EB","NS","31",,"CHICAGO","31st Street & Throop"
"POINT (-87.56073745499998 41.71351824499999)","5,249","100TH STREET","HOXIE","EB","FS","J14,100",,"CHICAGO","100th Street & Hoxie"
"POINT (-87.673968097 41.968742787)","3,762","LAWRENCE","RAVENSWOOD (east leg)","EB","FS","81","N81","CHICAGO","Lawrence & Ravenswood"
"POINT (-87.61417552500001 41.81662341200001)","8,056","43RD STREET","VINCENNES","EB","NS","43",,"CHICAGO","43rd Street & Vincennes"
"POINT (-87.633562966 41.706974145000004)","12,162","103RD STREET","EGGLESTON","EB","MT","103",,"CHICAGO","103rd Street & Eggleston"
"POINT (-87.66610500000002 41.759344)","10,911","74TH STREET","PAULINA","EB","MT","75",,"CHICAGO","74th Street & Paulina"
"POINT (-87.73371103599999 41.73448890200001)","9,366","87TH STREET","KILBOURN","EB","NT","87",,"HOMETOWN","87th Street & Kilbourn"
"POINT (-87.64732818499999 41.779637348999984)","3,420","63RD STREET","PEORIA","EB","NS","63","N63","CHICAGO","63rd Street & Peoria"
"POINT (-87.749366888 41.97525353899999)","4,755","FOSTER","LACROSSE","EB","NS","92",,"CHICAGO","Foster & Lacrosse"
"POINT (-87.75158398600001 42.06243748899999)","14,696","OLD ORCHARD RD","LAVERGNE","EB","NS","54A",,"SKOKIE","Old Orchard Rd & Lavergne"
"POINT (-87.83111996899999 41.93763271)","9,226","BELMONT","PIONEER","EB","MT","77",,"RIVER GROVE","Belmont & Pioneer"
"POINT (-87.65344399999998 41.83058599999998)","7,671","35TH STREET","ABERDEEN","EB","NT","35",,"CHICAGO","35th Street & Aberdeen"
"POINT (-87.681512 41.96135700000002)","11,351","MONTROSE","HOYNE","EB","NS","78",,"CHICAGO","Montrose & Hoyne"
"POINT (-87.62568320100002 41.79839203300003)","15,512","STATE","53RD STREET","NB","FS","29",,"CHICAGO","State & 53rd Street"
"POINT (-87.66861633799999 41.94316891300002)","6,274","ASHLAND","ROSCOE","NB","NS","9",,"CHICAGO","Ashland & Roscoe"
"POINT (-87.60436027700001 41.72240197999997)","2,462","COTTAGE GROVE","95TH STREET","NB","FS","4,N5,95","N5","CHICAGO","Cottage Grove & 95th Street"
"POINT (-87.61721999899999 41.845508000999985)","2,181","KING DRIVE","26TH STREET","NB","NS","3",,"CHICAGO","King Drive & 26th Street"
"POINT (-87.78658197300001 41.956456446999994)","15,767","NARRAGANSETT","BERTEAU","NB","NS","86",,"CHICAGO","Narragansett & Berteau"
"POINT (-87.66344732099998 41.75570240799999)","6,166","ASHLAND","76TH STREET","NB","NS","9","N9","CHICAGO","Ashland & 76th Street"
"POINT (-87.70579833300002 41.873582622000015)","3,156","KEDZIE","HARRISON","NB","NS","52",,"CHICAGO","Kedzie & Harrison (Blue Line)"
"POINT (-87.775835916 41.93108676600002)","9,653","AUSTIN","DIVERSEY","NB","NS","91",,"CHICAGO","Austin & Diversey"
"POINT (-87.66616126500003 41.86315748099997)","6,228","ASHLAND","14TH STREET","NB","NS","9","N9","CHICAGO","Ashland & 14th Street"
"POINT (-87.64760050400002 41.896715782)","5,941","HALSTED","CHICAGO","NB","FS","8",,"CHICAGO","Halsted & Chicago"
"POINT (-87.78776242499998 41.97647040300001)","14,967","NAGLE","HIGGINS","NB","FS","86",,"CHICAGO","Nagle & Higgins"
"POINT (-87.67857799900003 41.950422)","8,948","DAMEN","GRACE","NB","NS","50",,"CHICAGO","Damen & Grace"
"POINT (-87.66033017400002 41.99622912500001)","5,433","BROADWAY","ROSEMONT","NB","NS","36","0","CHICAGO","Broadway & Rosemont"
"POINT (-87.67529800099999 41.833939000999976)","8,750","DAMEN","33RD STREET","NB","NS","50",,"CHICAGO","Damen & 33rd Street"
"POINT (-87.66060058699998 42.00038208699999)","1,203","SHERIDAN","ARTHUR","NB","NT","147,155","0","CHICAGO","Sheridan & Arthur (Red Line)"
"POINT (-87.56821527800003 41.70796967199999)","5,261","103RD STREET","LUELLA","EB","NS","J14,15,26",,"CHICAGO","103rd Street & Luella"
"POINT (-87.67463457999997 41.801145881000025)","9,167","51ST STREET","DAMEN","EB","NS","51",,"CHICAGO","51st Street & Damen"
"POINT (-87.65093329799998 41.721247069000015)","3,502","95TH STREET","VINCENNES","EB","NS","N9,95","N9","CHICAGO","95th Street & Vincennes"
"POINT (-87.725611023 41.882110280999996)","14,632","PULASKI","WASHINGTON","NB","FS","53","N53","CHICAGO","Pulaski & Washington"
"POINT (-87.67627840699998 41.871389663)","8,905","DAMEN","POLK","NB","NS","50, 755",,"CHICAGO","Damen & Polk"
"POINT (-87.63139928499999 41.823833749000016)","6,508","WENTWORTH","PERSHING","SB","NS","24",,"CHICAGO","Wentworth & Pershing"
"POINT (-87.60480000000001 41.69279999999998)","2,983","111TH STREET","ELLIS","EB","FS","111A",,"CHICAGO","111th Street & Ellis"
"POINT (-87.686628595 41.96856465000002)","3,757","LAWRENCE","OAKLEY","EB","NS","81","N81","CHICAGO","Lawrence & Oakley"
"POINT (-87.74485983199997 41.953538802000025)","14,552","IRVING PARK","KILPATRICK (east leg)","WB","FS","54A,80",,"CHICAGO","Irving Park & Kilpatrick"
"POINT (-87.64992799999999 41.721475)","3,463","95TH STREET","METRA CROSSING east of VI","WB","NS","N9,95","N9","CHICAGO","95th Street & Vincennes (Metra Station)"
"POINT (-87.761551064 41.91803556399998)","15,450","GRAND","LONG","WB","FS","65",,"CHICAGO","Grand & Long"
"POINT (-87.61169100000001 41.77100999999999)","10,180","RHODES","68TH STREET","NB","NS","N5,67","N5","CHICAGO","Rhodes & 68th Street"
"POINT (-87.63054818900002 41.831029650999994)","7,638","35TH STREET","RED LINE STATION","WB","MB","35,39",,"CHICAGO","Sox-35th Red Line Station"
"POINT (-87.73533816999998 41.968239934999986)","3,813","LAWRENCE","KILDARE","WB","NS","81","N81","CHICAGO","Lawrence & Kildare"
"POINT (-87.58872451299999 41.773363862999986)","10,070","67TH STREET","BLACKSTONE","WB","NS","N5,67","N5","CHICAGO","67th Street & Blackstone"
"POINT (-87.801995428 41.90903838000003)","1,000","NORTH AVENUE","NORDICA","WB","NS","72",,"CHICAGO","North Ave & Nordica"
"POINT (-87.64871007199997 41.852678500000025)","15,691","CERMAK","PEORIA","WB","FS","21",,"CHICAGO","Cermak & Peoria"
"POINT (-87.62578105799997 41.707197441000005)","12,168","103RD STREET","PERRY","WB","NS","103",,"CHICAGO","103rd Street & Perry"
"POINT (-87.63058751599999 41.707138214999986)","12,170","103RD STREET","PRINCETON","WB","NS","103",,"CHICAGO","103rd Street & Princeton"
"POINT (-87.78752712099998 41.990030261000015)","9,707","NAGLE","PETERSON","NB","NS","86",,"CHICAGO","Nagle & Peterson"
"POINT (-87.704587489 41.80486704200001)","17,434","KEDZIE","ORANGE LINE STATION","NEB","TERM","47",,"CHICAGO","Kedzie Orange Line Station"
"POINT (-87.73734057500002 41.858609582999975)","6,736","16TH STREET","KILBOURN","EB","NS","18",,"CHICAGO","16th Street & Kilbourn"
"POINT (-87.69404297199998 41.706194873000015)","12,132","103RD STREET","FRANCISCO","EB","NT","103",,"CHICAGO","103rd Street & Francisco"
"POINT (-87.75942345700003 41.94593382599999)","12,498","ADDISON","LOCKWOOD","EB","NS","152",,"CHICAGO","Addison & Lockwood"
"POINT (-87.73887799900001 41.916961000000015)","4,035","ARMITAGE","KILBOURN","EB","NS","73",,"CHICAGO","Armitage & Kilbourn"
"POINT (-87.79337299999997 41.938135999999986)","9,241","BELMONT","NORMANDY","EB","NS","77","N77","CHICAGO","Belmont & Normandy"
"POINT (-87.728195411 41.977570512)","9,146","PULASKI","5300 NORTH","NB","MB","53",,"CHICAGO","5300 N Pulaski"
"POINT (-87.74336635999998 41.82232724300002)","16,068","CICERO","PERSHING","NB","FT","54B",,"CICERO","Cicero & Pershing"
"POINT (-87.725904162 41.89273540900001)","9,099","PULASKI","ERIE","NB","NS","53","N53","CHICAGO","Pulaski & Erie"
"POINT (-87.78480200000001 41.896298)","11,731","RIDGELAND","IOWA","NB","NS","86",,"OAK PARK","Ridgeland & Iowa"
"POINT (-87.72153645100002 41.74395742799999)","12,912","PULASKI","82ND STREET","NB","NS","53A",,"CHICAGO","Pulaski & 82nd Street"
"POINT (-87.77634799999998 41.94384500000001)","9,660","AUSTIN","CORNELIA","NB","NS","91",,"CHICAGO","Austin & Cornelia"
"POINT (-87.806892587 41.97779536500002)","11,825","HARLEM","SUMMERDALE (north leg)","NB","NS","90",,"CHICAGO","Harlem & Summerdale"
"POINT (-87.61440562299998 41.738367331999996)","2,114","KING DRIVE","86TH STREET","NB","FS","3",,"CHICAGO","King Drive & 86th Street"
"POINT (-87.74688435000002 41.94461770800001)","10,328","CICERO","CORNELIA (north leg)","NB","NS","54",,"CHICAGO","Cicero & Cornelia"
"POINT (-87.66082211000003 41.965292765000015)","4,912","WILSON","MAGNOLIA","EB","FS","78",,"CHICAGO","Wilson & Magnolia"
"POINT (-87.76745055399999 41.87702418399999)","4","JACKSON","5700 WEST","EB","MB","126",,"CHICAGO","5700 W Jackson"
"POINT (-87.76317799899999 41.90934600000003)","863","NORTH AVENUE","LINDER (west leg)","EB","FS","72",,"CHICAGO","North Ave & Linder"
"POINT (-87.667030157 41.690749091999976)","15,826","MONTEREY","HERMOSA","EB","FS","112",,"CHICAGO","Monterey & Hermosa"
"POINT (-87.67277529400002 41.82307289200003)","7,711","PERSHING","WOLCOTT","EB","NS","39",,"CHICAGO","Pershing & Wolcott"
"POINT (-87.75217756199999 42.040400052999985)","3,562","DEMPSTER","SKOKIE SWIFT TERM","SB","TERM","54A",,"SKOKIE","Skokie Yellow Line Station"
"POINT (-87.69436599900001 41.81199600000002)","4,274","CALIFORNIA","45TH STREET","SB","NS","94",,"CHICAGO","California & 45th Street"
"POINT (-87.68489517900002 41.99069714199999)","11,484","PETERSON","ROSEHILL CEMETERY (2200W)","WB","MB","84",,"CHICAGO","Rosehill Cemetery"
"POINT (-87.78099644100001 41.774102038000024)","3,338","65TH STREET","NARRAGANSETT","WB","NS","165",,"CHICAGO","65th Street & Narragansett"
"POINT (-87.763413071 41.92406709199997)","1,273","FULLERTON","LINDER","WB","NS","74",,"CHICAGO","Fullerton & Linder"
"POINT (-87.75412686599998 41.93879607000002)","9,328","BELMONT","LECLAIRE","WB","NS","77","N77","CHICAGO","Belmont & Leclaire"
"POINT (-87.57906300000002 41.77348999999998)","5,312","67TH STREET","BENNETT","WB","MT","N5,6,15,67","N5","CHICAGO","67th Street & Bennett"
"POINT (-87.652552678 41.80150821699999)","9,201","51ST STREET","ABERDEEN","WB","NS","51",,"CHICAGO","51st Street & Aberdeen"
"POINT (-87.65759138800001 41.80144770200002)","9,203","51ST STREET","THROOP","WB","FS","51",,"CHICAGO","51st Street & Throop"
"POINT (-87.599126259 41.70761093099998)","12,279","103RD STREET","1000 EAST","WB","MB","106",,"CHICAGO","1000 E 103rd Street"
"POINT (-87.65914551899999 41.869441431999974)","6,631","TAYLOR","THROOP","WB","NT","157",,"CHICAGO","Taylor & Throop"
"POINT (-87.70214356000002 42.012115498000014)","12,079","TOUHY","FRANCISCO","WB","MT","96",,"CHICAGO","Touhy & Francisco"
"POINT (-87.75880475399998 41.931420521999996)","11,090","DIVERSEY","LOCKWOOD","WB","NS","76","N77","CHICAGO","Diversey & Lockwood"
"POINT (-87.75996398199999 41.880411107999976)","502","MADISON","LONG","WB","NS","20","N20","CHICAGO","Madison & Long"
"POINT (-87.608677 41.827593001000025)","2,522","COTTAGE GROVE","37TH STREET","NB","NS","4","N4","CHICAGO","Cottage Grove & 37th Street"
"POINT (-87.62436400000001 41.89428299999997)","1,100","MICHIGAN","ERIE","SB","NS","3,10,26,125,143,146,147,148,151",,"CHICAGO","Michigan & Erie"
"POINT (-87.68870598400002 41.957800236000026)","8,189","WESTERN","BERTEAU","SB","NS","49","N49","CHICAGO","Western & Berteau"
"POINT (-87.70526499900001 41.850031)","3,057","KEDZIE","23RD STREET","SB","NS","52",,"CHICAGO","Kedzie & 23rd Street"
"POINT (-87.63939763100001 41.93301546800001)","1,077","SHERIDAN","DIVERSEY","SB","NS","134,143,151,156",,"CHICAGO","Sheridan & Diversey"
"POINT (-87.66890867400002 41.94347011100001)","6,001","ASHLAND","ROSCOE","SB","NS","9",,"CHICAGO","Ashland & Roscoe"
"POINT (-87.639775999 41.87799699999999)","67","JACKSON","CANAL","EB","NS","1,121",,"CHICAGO","Jackson & Canal"
"POINT (-87.67405699900002 41.87624199999999)","100","VAN BUREN","1900 WEST","WB","MB","126",,"CHICAGO","1900 W Van Buren"
"POINT (-87.71615205799998 41.89538480300001)","14,516","CHICAGO","CENTRAL PARK","EB","FS","66","N66","CHICAGO","Chicago & Central Park"
"POINT (-87.719326932 41.953665211999976)","5,642","IRVING PARK","ELSTON","EB","NS","80",,"CHICAGO","Irving Park & Elston/Monticello"
"POINT (-87.64318185899998 41.81889414300002)","17,149","ROOT","UNION","EB","FT","43,44",,"CHICAGO","Root & Union"
"POINT (-87.70502605399997 41.85169848999999)","17,189","CERMAK","KEDZIE","EB","FS","21",,"CHICAGO","Cermak & Kedzie"
"POINT (-87.71936411000001 41.909880369999996)","881","NORTH AVENUE","LAWNDALE (west leg)","EB","NS","72",,"CHICAGO","North Ave & Lawndale"
"POINT (-87.795778063 41.94542060499998)","17,145","ADDISON","OAK PARK","EB","FS","152",,"CHICAGO","Addison & Oak Park"
"POINT (-87.667835551 41.92508331200003)","17,254","FULLERTON","ASHLAND","EB","FS","74",,"CHICAGO","Fullerton & Ashland"
"POINT (-87.654543999 41.96536800000001)","4,915","WILSON","SHERIDAN","EB","FS","78",,"CHICAGO","Wilson & Sheridan"
"POINT (-87.8056239 41.90913796900003)","1,002","HARLEM","NORTH AVENUE","NB","FS","72,90,307",,"CHICAGO","Harlem & North Ave"
"POINT (-87.70730869800002 41.83709512899998)","7,452","31ST STREET","SPAULDING","EB","NT","35",,"CHICAGO","31st Street & Spaulding"
"POINT (-87.882337001 41.750192001000016)","8,628","UPS FACILITY","STOP 2","NEB","TERM","169",,"HODGKINS","Ups Facility Stop 2"
"POINT (-87.58647343799998 41.776160919000006)","15,804","STONY ISLAND","65TH PLACE","SB","NS","28",,"CHICAGO","Stony Island & 65th Place"
"POINT (-87.72422899999998 41.83497300099998)","12,949","PULASKI","32ND STREET","NB","NS","53A",,"CHICAGO","Pulaski & 32nd Street"
"POINT (-87.64501710600001 41.79236033400002)","5,889","HALSTED","56TH STREET","NB","NS","8",,"CHICAGO","Halsted & 56th Street"
"POINT (-87.653708698 41.752199443999984)","5,050","RACINE","78TH STREET","NB","NS","44",,"CHICAGO","Racine & 78th Street"
"POINT (-87.73726086200003 41.947428281999976)","5,577","MILWAUKEE","WAVELAND","NWB","NS","56",,"CHICAGO","Milwaukee & Waveland"
"POINT (-87.60435845 41.71654592099998)","2,974","COTTAGE GROVE","98TH STREET","NB","NS","4,115",,"CHICAGO","Cottage Grove & 98th Street"
"POINT (-87.80623984800002 41.92703647899998)","11,797","HARLEM","WRIGHTWOOD (south leg)","NB","NS","90",,"CHICAGO","Harlem & Wrightwood"
"POINT (-87.80673000000002 41.939727000000005)","11,804","HARLEM","SCHOOL","NB","NS","90",,"CHICAGO","Harlem & School"
"POINT (-87.78100738900002 41.93840649100002)","9,340","BELMONT","MELVINA","WB","NS","77","N77","CHICAGO","Belmont & Melvina"
"POINT (-87.73980290200001 41.902537085999995)","2,089","DIVISION","KOLMAR","WB","NT","70",,"CHICAGO","Division & Kolmar"
"POINT (-87.69749096499999 41.844719965000024)","6,395","26TH STREET","FRANCISCO","WB","NS","60","N60","CHICAGO","26th Street & Francisco"
"POINT (-87.67466746399998 41.94695776999998)","12,563","ADDISON","BROWN LINE STATION","WB","MB","152",,"CHICAGO","Addison Brown Line Station"
"POINT (-87.66777976999998 41.96897272699999)","17,394","LAWRENCE","CLARK","WB","FS","81","N81","CHICAGO","Lawrence & Clark"
"POINT (-87.718313164 41.961125056000014)","15,949","MONTROSE","CENTRAL PARK","WB","FS","78",,"CHICAGO","Montrose & Central Park"
"POINT (-87.71026975500001 41.866417937999984)","358","ROOSEVELT","HOMAN","WB","NS","12",,"CHICAGO","Roosevelt & Homan"
"POINT (-87.75487753800002 41.967999788999975)","3,821","LAWRENCE","LECLAIRE","WB","NS","81","N81","CHICAGO","Lawrence & Leclaire"
"POINT (-87.76125028799999 41.931421742)","11,091","DIVERSEY","LONG","WB","NS","76","N77","CHICAGO","Diversey & Long"
"POINT (-87.731109973 41.90993394899999)","968","NORTH AVENUE","KEELER(east leg)","WB","NS","72",,"CHICAGO","North Ave & Keeler"
"POINT (-87.69773601399999 41.93216698100002)","11,063","DIVERSEY","CALIFORNIA","WB","FS","76",,"CHICAGO","Diversey & California"
"POINT (-87.64911699999999 41.76881300100001)","10,099","69TH STREET","MORGAN","WB","NS","67",,"CHICAGO","69th Street & Morgan"
"POINT (-87.66188434399999 41.86701749100001)","16,104","ROOSEVELT","LOOMIS","WB","FS","12",,"CHICAGO","Roosevelt & Loomis"
"POINT (-87.75209605999999 41.95343980000001)","5,720","IRVING PARK","LAVERGNE","WB","NS","80",,"CHICAGO","Irving Park & Lavergne"
"POINT (-87.62255800000003 41.89339699999999)","5,005","ONTARIO","ST. CLAIR","WB","NS","2,157",,"CHICAGO","Ontario & St. Clair"
"POINT (-87.65922610199999 41.93989997599999)","14,916","BELMONT","RACINE","WB","FS","77","N77","CHICAGO","Belmont & Racine"
"POINT (-87.64260976700001 41.896577795999974)","611","CHICAGO","LARRABEE","WB","NS","66","N66","CHICAGO","Chicago & Larrabee"
"POINT (-87.62187271800002 41.780098038000006)","3,225","63RD STREET","MICHIGAN","WB","NS","63","N63","CHICAGO","63rd Street & Michigan"
